City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,zonguldak,41.25,31.8333,280.62,95,100,2.54,TR,1682680592
365,pemangkat,1.1667,108.9667,301.5,74,80,2.34,ID,1682680712
366,sherwood park,53.5168,-113.3187,283.88,36,94,4.12,CA,1682680713
367,nchelenge,-9.3451,28.734,298.57,53,32,2.27,ZM,1682680713
368,chul'man,56.8479,124.9104,269.3,92,62,1.04,RU,1682680713
369,capelinha,-17.6914,-42.5158,296.63,56,66,0.66,BR,1682680713
370,nova sintra,14.8667,-24.7167,293.64,78,0,9.4,CV,1682680574
371,namibe,-15.1961,12.1522,301.43,61,88,3.47,AO,1682680714
372,baturaja,-4.1333,104.1667,299.06,87,100,0.75,ID,1682680714
373,melong,5.1218,9.9614,301.8,60,95,1.28,CM,1682680714
374,waddan,29.1614,16.139,300.16,24,0,1.63,LY,1682680714
375,rawson,-43.3002,-65.1023,290.71,48,100,8.35,AR,1682680715
376,holualoa,19.6228,-155.9522,293.43,95,17,1.79,US,1682680437
377,chabahar,25.2919,60.643,301.72,60,4,6.07,IR,1682680715
378,nuku'alofa,-21.1333,-175.2,299.34,94,75,5.14,TO,1682680716
379,formosa do rio preto,-11.0483,-45.1931,299.98,53,72,0.26,BR,1682680716
380,san juan de miraflores,-12.1629,-76.9635,296.02,84,98,4.37,PE,1682680716
381,merizo village,13.2658,144.6691,300.92,92,12,9.52,GU,1682680716
382,tangalle,6.024,80.7911,301.69,72,92,3.27,LK,1682680717
383,villa mercedes,-33.6757,-65.4578,291.23,60,0,8.85,AR,1682680717
384,utrik,11.2278,169.8474,300.3,83,57,8.91,MH,1682680717
385,sebastopol,44.6,33.5333,283.71,77,100,1.34,UA,1682680717
386,unai,-16.3575,-46.9061,296.52,74,84,0.36,BR,1682680718
387,tindouf,27.6711,-8.1474,310.4,12,0,2.06,DZ,1682680718
388,banswara,23.55,74.45,310.42,17,45,6.47,IN,1682680718
389,vanimo,-2.6741,141.3028,299.88,84,100,0.94,PG,1682680719
390,banda aceh,5.5577,95.3222,301.64,73,100,1.39,ID,1682680719
391,kimbe,-5.5502,150.1429,298.77,91,100,1.24,PG,1682680719
392,simpang,-1.2667,104.0833,299.27,86,100,1.05,ID,1682680719
393,bathsheba,13.2167,-59.5167,300.49,89,75,3.09,BB,1682680719
394,yacimiento rio turbio,-51.5732,-72.3508,273.85,96,100,1.07,AR,1682680720
395,broken hill,-31.95,141.4333,289.31,58,51,8.05,AU,1682680720
396,helsinki,60.1695,24.9355,282.84,67,75,4.63,FI,1682680720
397,muynoq,43.7683,59.0214,299.94,16,98,4.78,UZ,1682680721
398,zhongxing,33.7039,118.6792,292.88,73,97,4.82,CN,1682680721
399,boi,9.5683,9.4953,305.56,31,98,2.06,NG,1682680721
400,kamaishi,39.2667,141.8833,285.55,68,26,1.73,JP,1682680722
401,tofol,5.3248,163.0078,301.04,79,99,3.88,FM,1682680722
402,whakatane,-37.9585,176.9854,287.32,85,100,1.34,NZ,1682680722
403,newman,37.3138,-121.0208,291.14,83,3,0.45,US,1682680722
404,ust-nera,64.5667,143.2,265.56,97,34,0.78,RU,1682680724
405,santo domingo zanatepec,16.4831,-94.3475,297.45,83,49,1.52,MX,1682680724
406,san andres,12.5847,-81.7006,300.16,78,75,4.12,CO,1682680680
407,sechura,-5.5569,-80.8222,298.29,75,88,4.44,PE,1682680724
408,kamin-kashyrskyi,51.6241,24.9586,283.75,42,41,2.24,UA,1682680724
409,prokudskoye,55.0089,82.4574,299.08,19,93,12.0,RU,1682680725
410,palopo,-2.9996,120.1921,299.97,87,83,0.83,ID,1682680725
411,salta,-24.7859,-65.4117,287.48,89,75,0.89,AR,1682680725
412,fort st. john,56.2499,-120.8529,279.09,56,75,5.14,CA,1682680716
413,turpan,42.9333,89.1667,299.87,8,55,0.68,CN,1682680725
414,churachandpur,24.3333,93.6667,301.44,32,99,3.74,IN,1682680726
415,egilsstadir,65.2653,-14.3948,273.1,59,75,3.6,IS,1682680726
416,mermoz boabab,14.7065,-17.4758,300.46,83,40,7.2,SN,1682680726
417,bayji,34.9311,43.487,307.75,9,73,6.43,IQ,1682680726
418,bonthe,7.5264,-12.505,303.46,61,43,3.84,SL,1682680726
419,cochin,9.9399,76.2602,306.14,67,99,4.55,IN,1682680574
420,grand falls-windsor,48.9332,-55.6649,273.99,90,100,1.79,CA,1682680727
421,vila velha,-20.3297,-40.2925,299.12,86,0,1.54,BR,1682680624
422,polohy,47.4844,36.2536,292.71,63,100,2.34,UA,1682680727
423,wewak,-3.5534,143.6268,300.5,81,92,2.31,PG,1682680727
424,la mira tumbiscatio,18.6833,-102.2833,293.13,75,26,0.96,MX,1682680727
425,murmashi,68.8154,32.8115,277.38,51,0,5.0,RU,1682680728
426,akureyri,65.6835,-18.0878,272.11,59,75,4.12,IS,1682680728
427,vorkuta,67.5,64.0,267.4,86,100,6.84,RU,1682680728
428,alajarvi,63.0,23.8167,281.43,48,54,0.89,FI,1682680728
429,okha,53.5739,142.9478,269.46,93,99,2.97,RU,1682680728
430,olyokminsk,60.3736,120.4264,275.48,84,25,0.91,RU,1682680728
431,polyarnyy,69.1989,33.4478,273.25,78,3,9.01,RU,1682680728
432,campos belos,-13.0367,-46.7717,297.01,57,78,0.36,BR,1682680729
433,carupano,10.6678,-63.2585,298.35,89,46,4.01,VE,1682680729
434,pueblo nuevo,23.3833,-105.3833,280.72,52,0,2.78,MX,1682680729
435,tayshet,55.9342,98.0044,280.26,93,100,4.01,RU,1682680729
436,payson,40.0444,-111.7321,281.86,52,0,5.66,US,1682680702
437,anar darah,32.7587,61.654,306.16,9,99,1.24,AF,1682680729
438,zhanaozen,43.3,52.8,303.15,18,3,4.64,KZ,1682680729
439,alvaraes,-3.2208,-64.8042,296.09,96,65,0.52,BR,1682680730
440,phongsali,21.6833,102.1058,291.99,72,71,0.79,LA,1682680730
441,saint-philippe,-21.3585,55.7679,300.92,70,7,4.78,RE,1682680730
442,cesky krumlov,48.8109,14.3152,287.95,50,100,2.84,CZ,1682680730
443,shibushi,31.4667,131.105,290.08,83,49,1.74,JP,1682680730
444,yreka,41.7354,-122.6345,284.46,70,0,0.0,US,1682680730
445,rakops,-21.0167,24.3333,305.26,19,6,5.02,BW,1682680730
446,morehead city,34.7229,-76.726,293.15,88,75,2.57,US,1682680731
447,el calafate,-50.3408,-72.2768,278.06,85,94,2.13,AR,1682680731
448,benalla,-36.55,145.9833,286.09,57,60,2.43,AU,1682680731
449,urengoy,65.9667,78.3667,270.64,93,100,11.8,RU,1682680731
450,tymovskoye,50.8456,142.655,271.26,95,92,0.63,RU,1682680731
451,benguela,-12.5763,13.4055,303.4,64,96,4.7,AO,1682680731
452,berberati,4.2612,15.7922,307.32,36,93,1.71,CF,1682680731
453,srivardhan,18.0333,73.0167,303.12,57,29,5.82,IN,1682680731
454,coahuayana de hidalgo,18.7,-103.6583,293.11,66,2,1.4,MX,1682680732
455,bulayevo,54.9056,70.4439,294.81,30,100,7.59,KZ,1682680732
456,znamenskoye,57.1281,73.8282,280.2,65,94,6.23,RU,1682680732
457,elesbao veloso,-6.2019,-42.1403,298.47,80,84,1.04,BR,1682680732
458,newberry,34.2746,-81.6187,291.18,99,99,1.37,US,1682680732
459,loudi,27.7344,111.9944,291.92,94,100,3.7,CN,1682680732
460,kaman,27.65,77.2667,308.49,17,95,3.11,IN,1682680733
461,darnah,32.767,22.6367,290.8,58,19,7.95,LY,1682680733
462,point pedro,9.8167,80.2333,303.07,69,33,5.03,LK,1682680733
463,uturoa,-16.7333,-151.4333,301.05,76,33,5.15,PF,1682680733
464,malango,-2.9627,119.9001,294.31,98,98,0.48,ID,1682680733
465,kzyltu,53.6364,72.3414,299.33,17,96,8.47,KZ,1682680733
466,luga,58.7372,29.8453,282.42,51,80,3.0,RU,1682680733
467,puerto palomas,31.7667,-107.6167,289.56,18,13,5.1,MX,1682680734
468,ilhabela,-23.7781,-45.3581,295.16,83,97,1.86,BR,1682680734
469,weno,7.4515,151.8468,300.12,89,100,2.57,FM,1682680734
470,san antonio,29.4241,-98.4936,293.21,93,100,4.12,US,1682680635
471,lerwick,60.1545,-1.1494,281.15,93,100,4.74,GB,1682680734
472,maceio,-9.6658,-35.7353,301.84,78,40,1.54,BR,1682680734
473,moyynkum,44.2914,72.9469,303.49,14,0,3.56,KZ,1682680734
474,mahibadhoo,3.7833,72.9667,301.86,73,100,2.43,MV,1682680734
475,pangody,65.85,74.4859,267.53,93,100,11.53,RU,1682680735
476,zakynthos,37.7914,20.8953,293.51,64,20,3.6,GR,1682680444
477,liman,48.9884,37.8023,293.84,59,99,4.88,UA,1682680708
478,kota belud,6.351,116.4305,300.85,82,95,2.86,MY,1682680735
479,lisieux,49.1667,0.1667,291.66,83,99,5.67,FR,1682680735
480,manvi,15.9833,77.05,309.33,28,67,5.79,IN,1682680735
481,al muwayh,22.4333,41.7583,305.5,21,2,8.48,SA,1682680735
482,kenai,60.5544,-151.2583,275.18,88,100,3.09,US,1682680735
483,dunedin,-45.8742,170.5036,285.82,86,1,1.79,NZ,1682680735
484,slagelse,55.4028,11.3546,285.27,53,82,2.86,DK,1682680736
485,ola,59.5833,151.2833,271.87,91,75,3.13,RU,1682680736
486,las heras,-46.5419,-68.9359,284.65,73,100,5.6,AR,1682680736
487,hwange,-18.3693,26.5019,305.04,26,45,3.22,ZW,1682680736
488,ocotal,13.6321,-86.4752,295.08,85,100,1.06,NI,1682680736
489,gisborne,-38.6533,178.0042,287.5,83,100,2.02,NZ,1682680736
490,las trojes,14.0667,-85.9833,290.29,83,100,0.85,HN,1682680737
491,attapeu,14.8,106.8333,298.95,85,78,1.55,LA,1682680737
492,shubarkuduk,49.1447,56.4872,299.43,23,4,4.43,KZ,1682680737
493,conception bay south,47.4999,-52.9981,275.62,94,75,7.2,CA,1682680737
494,menongue,-14.6585,17.691,302.44,20,83,5.22,AO,1682680737
495,nueva guinea,11.6876,-84.4562,296.46,85,99,1.52,NI,1682680737
496,sao joao da barra,-21.6403,-41.0511,296.2,87,57,2.98,BR,1682680737
497,butajira,8.1167,38.3667,292.69,70,100,0.55,ET,1682680737
498,rabo de peixe,37.8,-25.5833,290.88,82,20,8.75,PT,1682680738
499,acarau,-2.8856,-40.12,298.14,83,58,2.06,BR,1682680738
500,akjoujt,19.6969,-14.4164,309.85,15,0,6.1,MR,1682680738
501,ulladulla,-35.35,150.4667,291.35,82,99,3.22,AU,1682680738
502,hotan,37.0997,79.9269,294.5,9,86,4.06,CN,1682680738
503,kroya,-7.6331,109.2461,300.16,87,100,3.94,ID,1682680738
504,anta,25.15,76.3,303.17,37,87,11.67,IN,1682680739
505,bafoulabe,13.8065,-10.8321,313.71,5,3,3.47,ML,1682680739
506,mangrol,21.1167,70.1167,302.45,61,11,5.77,IN,1682680739
507,xiaoweizhai,26.1903,107.5125,291.94,96,96,0.83,CN,1682680739
508,havre,49.5833,0.3333,291.67,94,100,5.66,FR,1682680739
509,rio san juan,19.6439,-70.0763,297.35,82,47,2.52,DO,1682680739
510,inari,68.906,27.0288,280.26,74,65,4.79,FI,1682680739
511,lichtenburg,-26.152,26.1597,301.48,26,25,4.13,ZA,1682680739
512,banyuls de la marenda,42.4837,3.129,298.86,80,100,2.97,FR,1682680740
513,shevchenko,48.5,35.0,285.13,88,100,6.28,UA,1682680740
514,palikir - national government center,6.9248,158.1611,298.42,87,100,1.77,FM,1682680740
515,beloyarskiy,63.7119,66.6722,272.24,82,98,5.58,RU,1682680740
516,reggane,26.7158,0.1714,312.27,7,0,9.15,DZ,1682680740
517,lompoc,34.6391,-120.4579,283.23,95,16,0.45,US,1682680740
518,amboanjo,-22.6667,47.8167,298.6,66,44,3.02,MG,1682680740
519,port saint john's,-31.6229,29.5448,298.03,68,71,5.23,ZA,1682680741
520,rewa,24.5333,81.3,308.84,19,70,4.13,IN,1682680506
521,rajin,42.2489,130.3003,282.64,79,100,1.49,KP,1682680741
522,yung shue wan,22.2333,114.1167,299.45,82,14,0.89,HK,1682680741
523,barra de santo antonio,-9.4047,-35.5072,301.75,81,88,1.15,BR,1682680741
524,nova vicosa,-17.8919,-39.3719,298.5,77,0,2.83,BR,1682680742
525,mysen,59.5535,11.3258,286.1,44,59,0.45,NO,1682680742
526,carutapera,-1.195,-46.02,297.93,92,76,0.44,BR,1682680742
527,santa ana,33.7456,-117.8678,288.38,88,100,0.45,US,1682680743
528,yemetsk,63.4721,41.7941,279.73,61,92,4.4,RU,1682680743
529,blagoveshchenka,52.8333,79.8667,296.92,25,95,7.14,RU,1682680743
530,yatou,37.15,122.3833,284.88,95,100,2.62,CN,1682680743
531,colonia,50.9333,6.95,290.7,85,75,2.06,DE,1682680744
532,guangyuan,32.442,105.823,290.63,36,100,2.63,CN,1682680744
533,tondano,1.3038,124.9112,294.2,95,93,0.35,ID,1682680744
534,dzhalagash,45.0833,64.6667,304.11,9,0,2.54,KZ,1682680744
535,road town,18.4167,-64.6167,300.2,77,64,3.75,VG,1682680489
536,ouargla,31.9493,5.325,308.0,10,5,1.71,DZ,1682680745
537,marka,1.7159,44.7717,301.67,72,100,1.66,SO,1682680745
538,pingnan,23.5543,110.3976,299.35,81,46,2.97,CN,1682680745
539,ponte nova,-20.4164,-42.9086,294.3,86,8,1.28,BR,1682680746
540,naryn,41.4287,75.9911,288.74,25,94,3.58,KG,1682680746
541,jieshi,22.8134,115.8257,296.21,87,45,3.03,CN,1682680746
542,antsiranana,-12.2787,49.2917,303.08,57,10,9.12,MG,1682680747
543,arilje,43.7531,20.0956,287.35,40,61,1.48,RS,1682680747
544,nadi,-17.8,177.4167,297.15,94,20,2.57,FJ,1682680747
545,fort drum,44.0584,-75.7619,282.69,79,0,6.17,US,1682680623
546,dakhla,23.6848,-15.958,294.16,73,20,5.14,EH,1682680748
547,hasaki,35.7333,140.8333,291.05,72,100,7.8,JP,1682680748
548,torghay,49.6339,63.4981,300.68,14,90,3.96,KZ,1682680748
549,ciudad melchor muzquiz,27.8833,-101.5167,293.32,53,0,1.29,MX,1682680748
550,bandar,2.05,99.75,298.78,94,100,0.74,ID,1682680633
551,lodja,-3.4833,23.4333,301.38,73,100,1.15,CD,1682680749
552,susuman,62.7833,148.1667,262.59,91,41,1.51,RU,1682680749
553,charters towers,-20.1,146.2667,293.73,78,57,2.94,AU,1682680749
554,fairview,40.8126,-73.999,283.28,85,75,5.66,US,1682680750
555,aracoiaba,-4.3711,-38.8142,298.48,80,58,0.88,BR,1682680750
556,kendari,-3.945,122.4989,298.67,89,82,1.56,ID,1682680750
557,fortuna,40.5982,-124.1573,284.07,94,6,0.87,US,1682680678
558,shingu,33.7333,135.9833,286.95,87,88,1.62,JP,1682680637
559,barkly west,-28.5354,24.5215,301.75,25,2,2.81,ZA,1682680751
560,chiredzi,-21.05,31.6667,305.15,25,5,3.14,ZW,1682680751
561,kalmunai,7.4167,81.8167,302.35,72,79,3.7,LK,1682680751
562,myitkyina,25.3833,97.4,308.8,21,46,0.97,MM,1682680751
563,san nicolas,18.1725,120.5953,303.1,70,20,2.06,PH,1682680752
564,gaspe,48.8334,-64.4819,276.1,100,20,1.54,CA,1682680590
565,shenjiamen,29.9576,122.298,290.97,93,100,5.9,CN,1682680752
566,san jose de jachal,-30.2406,-68.7469,291.37,30,0,2.15,AR,1682680752
567,saeby,57.3319,10.5225,285.35,53,57,3.98,DK,1682680753
568,motueka,-41.1333,173.0167,284.32,89,1,1.6,NZ,1682680753
569,kristiansund,63.1115,7.732,281.51,39,20,2.06,NO,1682680753
570,krasnyy chikoy,50.3643,108.7512,279.69,37,97,1.44,RU,1682680753
571,pallasovka,50.05,46.8833,297.37,30,61,4.5,RU,1682680753
572,zabol,32.25,67.25,296.01,20,98,1.03,AF,1682680754
573,klaksvik,62.2266,-6.589,276.66,56,100,7.57,FO,1682680754
574,kokubu-matsuki,31.7333,130.7667,292.68,72,40,3.6,JP,1682680754
575,ballina,-28.8667,153.5667,288.58,80,0,3.52,AU,1682680755
576,madalena,41.2162,-8.3345,295.79,69,80,2.59,PT,1682680755
577,hobyo,5.3505,48.5268,303.96,59,100,4.36,SO,1682680755
578,cooma,-36.2333,149.1333,285.06,91,100,1.55,AU,1682680756
579,al khums,32.6486,14.2619,295.13,57,29,7.03,LY,1682680756
580,caleta de carquin,-11.0925,-77.6267,296.11,86,73,4.11,PE,1682680756
581,fada,9.5667,8.3,304.58,41,99,1.98,NG,1682680758
582,nouadhibou,20.931,-17.0347,297.14,60,7,8.23,MR,1682680758
583,linxia chengguanzhen,35.6003,103.2064,283.8,16,100,7.58,CN,1682680758
584,burang,30.25,81.1667,274.74,80,100,2.71,CN,1682680758
585,neon karlovasion,37.7903,26.7044,291.43,50,1,10.71,GR,1682680758
586,mhamid,29.82,-5.72,307.52,7,5,2.23,MA,1682680759
587,hilo,19.7297,-155.09,297.19,88,0,1.54,US,1682680759
588,touros,-5.1989,-35.4608,299.55,85,83,4.27,BR,1682680759
589,ta`u,-14.2336,-169.5144,301.15,78,95,7.76,AS,1682680760
590,i-n-salah,27.1935,2.4607,311.56,7,0,9.96,DZ,1682680760
591,ciudad satelite,19.5167,-99.25,290.31,38,48,1.31,MX,1682680718
592,mukalla,14.5425,49.1242,304.53,66,40,5.45,YE,1682680760
593,valdivia,-39.8142,-73.2459,287.2,97,100,2.66,CL,1682680687
594,kolonia,50.9333,6.95,290.7,85,75,2.06,DE,1682680574
